isbn,title,author,publisher,genre,book_explanation,cover_image
9788954603225,리진 1,신경숙 지음,문학동네,소설/시/희곡,"궁중 무희와 프랑스 외교관의 애틋한 사랑이 펼쳐진다!

〈깊은 슬픔〉, 〈기차는 7시에 떠나네〉의 작가, 신경숙 다섯 번째 장편소설 『리진』제1권. 19세기 말, 조선의 궁중 무희 '리진'과 프랑스 외교관의 사랑 이야기를 담았다. 작가는 조선의 궁정에서 프랑스 파리에 샹젤리제에 이르는 광대한 스케일의 여정을 따라가는 한편, 밑바닥 서민층에서 귀족과 왕족, 상인과 지식인에 이르기까지 당대의 다양한 인간군상을 선보이고 있다. 

아기 나인으로 궁에 들어간 리진은, 갓 태어난 공주를 잃은 왕비 명성황후의 눈에 띄어 각별한 사랑을 받게 된다. 그리고 그녀는 궁중의 무희로, 황후를 가까이에서 보필하는 궁녀로 자란다.  조선의 초대 대리공사로 파견된 콜랭 드 플랑시는 그녀의 고혹적인 모습을 보고 첫눈에 반한다. 둘은 우여곡절 끝에 함께 프랑스로 돌아가고, 그곳에서 그녀의 새로운 삶이 시작되는데…. 〈양장제본〉

▶ 작품 자세히 들여다보기!
신경숙이 6년이라는 오랜 공백을 깨고 발표한 이 소설은 아름답고 총명한 궁녀로 자라나 프랑스 외교관의 아내가 되는 '리진'의 삶을 토대로, 사위어가는 한 왕조의 운명과 그 시대의 파란만장했던 역사의 한 단면을 보여준다. 작가는 특유의 섬세하고 울림이 큰 문체에 부피있는 서사를 접목시켜, 역사의 격류에 휩쓸린 한 여성의 운명과 사랑을 그려내고 있다. 

☞ 이 책은 '푸른 눈물'이란 제목으로 일간지에 연재했던 것을 두 권으로 펴낸 것으로, 주인공 '리진'은 2006년 출간된 김탁환의 장편소설 〈리심〉의 여주인공과 동일 인물이다.",https://shopping-phinf.pstatic.net/main_3246706/32467068051.20230920072506.jpg
9788934925798,신도 버린 사람들,"나렌드라 자다브 지음, 강수정 옮김",김영사,사회과학,"신조차 내 꿈을 빼앗지 못했다!

전세계적으로 센세이션을 일으킨 '인도의 살아있는 영웅' 나렌드라 자디브의 『신도 버린 사람들』. 인도에는 '불가촉천민(不可觸賤民)', 즉 '달리트'가 있다. 그들은 천민보다 못한 천민으로, 다른 신분의 사람과 닿는 것조차 금지되어 있다. 그리고 그들에게 인정된 권리는 구걸뿐이다. 태어나면서 정해진 신분은 죽어서도 바꿀 수 없는 인도에서, 그들의 삶은 슬프기만 하다. 

인도에서 12년간 베스트셀러가 된 이 책은 그러한 불가촉천민에서 세계 경제를 움직이는 지도자가 된 저자의 자유와 희망에 대한 논픽션이다. 3,500여 년이나 묵은 인도의 신분제도, 카스트에서 불가촉천민을 탈출시키기 위해 투쟁한 불가촉천민의 아버지 '암베드카르'를 추종하던 부모의 결심으로 교육을 받게 된 저자가 전세계가 미래의 인도 대통령으로 점치는 '인도의 살아있는 영웅'이 되기까지의 애절한 이야기가 감동적으로 펼쳐지고 있다. 곳곳에는 해맑은 인도 아이들의 사진도 담았다. 

저자는 자신은 물론, 아버지 '다무'와 어머니 '소누', 그리고 딸을 화자로 내세운다. '다무'와 '소누'의 이야기는 인도의 사회, 생활, 계급, 그리고 '암베드카르'가 이끈 '불가촉천민'의 투쟁의 역사를 생동감있게 전달하고 있다. 그리고 저자와 그의 딸의 이야기는 사람답게 살지 못하는 1억 7천만 명의 불가촉천민의 '자유'를 향한 뭉클한 도전기다. 

〈font color=""1e90ff""〉☞〈/font〉 <b>『신도 버린 사람들』에 대해!</b>
『신도 버린 사람들』은 인도에서 12년간 베스트셀러로 선정되었습니다. 그리고 17가지 언어로 번역되어 전세계에 출간되었습니다.",https://shopping-phinf.pstatic.net/main_3247840/32478404947.20230919124346.jpg
9788901068640,금융회사가 당신에게 알려주지 않는 진실,송승용 지음,엘도라도,경제경영,"'은행이 선호하는 원리금균등상환 방식, 나에게도 유리할까?', '대출 가능금액 조회만으로도 대출한도 떨어진다', '보험설계사도 제대로 모르는 변액보험 안내문' 등 은행,증권사,보험사 등 각 금융회사 출신의 FP들이 금융회사가 고객들에는 절대로 말하지 않는 금융상품 진실을 명쾌하게 설명한다.



직원이 추천하는 펀드의 함정, 수수료 높은 해외펀드의 무분별한 추천 등 금융회사의 운영 실태와 속성, 수익창출생리를 소비자 편에서 속속들이 밝혀내 속 시원히 알려주며 펀드,예금과 대출,보험과 연금, 기타 생활 속 금융 등 상품 별로 화려한 광고와 판매용 멘트 이면에 놓여 있는 상품의 정확한 개념, 수익구조, 현명한 투자판단 방법 등에 관한 실전지침을 알려준다.",https://shopping-phinf.pstatic.net/main_3246665/32466658934.20250404072643.jpg
9788956051796,지식 e - 시즌 1,EBS 지식채널ⓔ 엮음,북하우스,인문학,"'감동'은 '앎'이 되어 '성찰'로 이어져야 한다!

우리 시대의 지식, 『지식 ⓔ』. 2005년 9월, EBS에서는 과학, 사회, 인간, 교육, 문학 등 여러 분야의 '지식'을 키워드로 구성한 '지식채널 ⓔ'를 방송하기 시작했다. 일주일에 3~4편이 하루 3~4번씩 5분간 방송되었을 뿐이지만, '지식채널 ⓔ'의 영상과 메시지는 우리의 눈과 귀, 그리고 마음과 머리를 사로잡았다. 

이 책은 그러한 '지식채널 ⓔ'의 영상과 메시지를 담고 있다. 1차로 2005년 9월부터 2006년 8월까지 방송된 내용 중 40가지를 골랐다. 그리고 영상과 메시지를 통해 전하고자 했으나 설명할 수 없었던 숨겨진 이야기를 들려줌으로써, '감성 에세이'가 아닌 '지식 에세이'의 역할을 하고 있다. 

우리에게 월드컵의 환희를 안겨준 '축구공'으로는 파키스탄 어린이 노동자의 참혹한 삶을 보여주고, 이슬람 여성의 '히잡'으로는 다른 문명을 인정하지 않는 서양의 편견을 고발하며, 일본군 위안부로 끌려가 희생당한 소녀들과 광주민주화운동에 생명을 바친 시민들이 우리에게 건네는 의미를 되새기는 등 우리 시대의 쟁점을 제시하는 것은 물론, '감동'은 '앎'이 되어 '성찰'로 이어져야 한다는 것을 보여준다.",https://shopping-phinf.pstatic.net/main_3243613/32436134164.20220527052045.jpg
9788934926184,만들어진 신,"리처드 도킨스 지음, 이한음 옮김",김영사,과학,"신의 존재를 의심하라, 인간의 능력을 주목하라! 
신이라는 이름 뒤에 가려진 인간의 본성과 가치를 탐색하는 세기의 문제

〈만들어진 신〉은 신이라는 이름 뒤에 가려진 인간의 본성과 가치를 살펴보는 책이다. 과학과 종교계에 파란을 일으킨「이기적 유전자」의 저자 리처드 도킨스의 최신작으로, 미국의 광적인 신앙을 비판하며 무신론자의 자긍심을 높이고자 했다. 저자는 신이 없음을 주장하면서, 오히려 신을 믿음으로써 벌어진 참혹한 전쟁과 기아와 빈곤 문제들을 일깨운다. 과학과 종교, 철학과 역사를 넘나들며 창조론의 이론적 모순과 잘못된 믿음이 가져온 결과를 역사적으로 고찰하고 있다. 

이 책은 생물계의 복잡성이 이미 신에 의해 만들어졌다는 창조론을 과학과 사회학, 그리고 역사적 사례를 통해 논리적으로 조목조목 비판하고 있다. 초자연적 지성이 있다는 신 가설에서부터 신이 만들었다는 태초 우주까지, 창조론의 주요 쟁점들에 대한 반박 이론을 제시하면서 창조론의 허울과 실상을 밝히고 있다. 또한 신의 존재를 옹호하는 여러 논증을 역사적 증거와 과학적 논리로 파헤치며, 이런 논증들은 잘못된 믿음이 주는 환각이라고 주장한다.
 
특히 이 책에서는 종교의 사회적 기능에 주목하고 있다. 저자는 신이 사라진 이후의 사회가 오히려 더 희망적이라고 역설하며, 여러 사례를 통해 인간의 존엄성이 신 앞에서 어떻게 무너져갔는지를 보여준다. 신에 대한 부정은 도덕적 타락이 아니라 인간 본연의 가치인 진정한 사랑을 찾는 일이고, 미래 사회의 대안은 종교가 아닌 인간 그 자체에 있다는 것을 주장하는 책이다.",https://shopping-phinf.pstatic.net/main_3248648/32486481656.20230926084656.jpg
9788957515174,커피프린스 1호점,이선미 지음,눈과마음(스쿨타운),소설/시/희곡,,
9788904156955,평생감사,전광 지음,생명의말씀사,종교/역학,"소소한 일상생활에도 감사하라!

기독교출판문화상을 수상한 〈a href=""http://www.kyobobook.co.kr/product/detailViewKor.laf?ejkGb=KOR&mallGb=KOR&barcode=9788904110629"" target=""_blank""〉〈i〉〈백악관을 기도실로 만든 대통령 링컨〉〈/i〉〈/a〉의 저자 전광 목사의 『행복의 문을 여는 열쇠, 평생감사』. 감사할수록 감사할 이유가 늘어나는 놀라운 감사 법칙의 비밀을 공개하고 있다. 

이 책은 그동안 링컨 등 훌륭한 신앙의 모델을 기독교적인 관점으로 관찰하고 해석하며 우리에게 소개해온 저자가, 소소한 일상생활을 보내면서 기록해온 '감사일기장'을 계절별로 소개한다. 감사하는 마음을 지닌 저자의 행복을 보여주면서, 우리의 마음에 울림을 선사하고 있다. 아울러 감사를 중요하게 여기는 저자의 인생을 통해 감사를 소홀하게 여기는 우리의 인생에 도전한다. 

저자는 행복해서 감사한 마음을 품는 것이 아니라, 감사한 마음을 품어서 행복해지는 것이라고 고백하고 있다. 아울러 감사에 관한 사람들의 경험을 이야기로 풀어내어 우리가 감사하는 마음을 언제나 품으며 살도록 인도한다.",https://shopping-phinf.pstatic.net/main_3246669/32466692931.20230822103140.jpg
9788991731196,현근이의 자기주도 학습법,김현근 지음,예담,청소년,,
9788901250182,인간 생존의 법칙,"로버트 그린 지음, 안진환.이수경 옮김",웅진지식하우스,인문학,"“나의 적(敵)이 절대 읽어서는 안 될 책!”
교활하고 무자비한 세상을 헤쳐나갈 생존의 기술

『권력의 법칙』ㆍ『유혹의 기술』ㆍ『전쟁의 기술』로 전 세계 200만 명의 독자를 열광시킨 로버트 그린의 〈인간 법칙 3부작〉의 완결판 『인간 생존의 법칙』이 드디어 출간되었다. 이 책은 2007년 국내 출간된 『전쟁의 기술』의 에센셜 에디션으로, 총 640페이지에 달하는 방대한 분량의 도서가 위기의 시대에서 살아남는 ‘생존의 기술’이라는 핵심 주제를 중심으로 더 얇고 가볍게 재편집되었다. 

‘관계’, ‘욕망’에 이어서 로버트 그린이 제시하는 마지막 키워드는 ‘생존’이다. 지금 인류는 거스를 수 없는 위기에 직면했다. 살아간다는 것은 말 그대로 ‘전쟁’이 되어버렸다. 질서와 상식은 무너지고, 우리는 극한 경쟁을 온몸으로 견뎌내야 한다. 과연 어떻게 살아남아야 하는가? ‘부활한 마키아벨리’로 불리며 전 세계에 팬덤을 보유한 탁월한 인간 본성의 연구가 로버트 그린은 고대부터 현대에 이르기까지 3천 년의 전쟁사와 정치 및 협상판에서 승리를 거머쥔 인물들의 전략을 모두 훑고 면밀히 살폈다. 그 결과 결국 살아남아 성공한 자들은 한결같이 ‘인간 본성의 결핍과 불안’을 이용하여 구체적인 전략을 세우고 실행했음을 알아냈고, 이를 바탕으로 오늘날에도 적용 가능한 33가지 ‘생존의 기술’을 도출해냈다. 그는 말한다. 전쟁 같은 지금의 세상에서 살아남고 싶다면 제일 먼저 인간의 행동 동기가 이기적일 수밖에 없다는 분명한 사실을 인정하고, 이를 역이용해야 한다고. 이제 이 책과 함께 당신 내면에 잠든 전략가를 깨울 시간이다. 잔인하고 공격적이고 교활한 강자들 틈에서 패배자로 남을 것인가? 아니면 위기를 돌파하고 성공을 쟁취할 것인가? 끝까지 전멸하지 않고 살아남기를 갈망하는 자에게 『인간 생존의 법칙』은 그 무엇보다 강력하고 실천 가능한 해법을 알려주는 교범으로 자리할 것이다.",https://shopping-phinf.pstatic.net/main_3245319/32453192476.20230822101948.jpg
9788991204362,멘토,"스펜서 존슨 외 지음, 안진환 옮김",비즈니스북스,자기계발,"글로벌 밀리언셀러 작가 '스펜서 존슨'이 알려주는 '내 삶을 이끌어 줄 진정한 멘토'!

성공한 사업가 존. 그러나 객관적인 성공과 달리, 행복의 소중한 가치를 깨닫고도 삶 속에서 이를 실현할 구체적인 방안을 찾지 못해 늘 고민이다. 그러던 어느 날 우연히 '1분 멘토'라 불리는 소피아 선생의 인터뷰 기사를 접하게 되고, 바로 그녀를 찾아간다. 그리고 '1분 원칙'이라는 강의를 듣게 된다. 과연 존은 고민의 해답을 찾을 수 있을까?

『누가 내 치즈를 옮겼을까』『선물』『행복』등을 연달아 히트시키며 자기계발 분야 최고의 베스트셀러 작가로 자리매김한 스펜서 존슨. 그가 이번에는 '진정한 삶을 위한 인생 멘토'에 관한 책을 내 놓았다. 전작들이 인생의 소중한 진리를 깨닫는 과정을 그리고 있다면『멘토』는 내 삶의 진정한 멘토를 적극적으로 찾아나서는 감동적인 우화이다.

주인공 존이 소피아 선생님을 찾아가서 강의를 듣는 과정을 흥미롭게 그리면서 내 안의 나야말로 가장 위대한 인생의 멘토라는 점을 일깨워준다. 특히 자신의 '목표'를 명확히 세우라는 점, 자신의 행위를 '칭찬'하라는 점, 목표를 이루어 나가는 자신의 행동방식을 '성찰'하라는 점 등 단순하면서도 강력하고 소중한 진리를 선사한다. [양장본]

〈font color=""1e90ff""〉☞〈/font〉 <b>이 책의 독서 포인트!</b>
스펜서 존슨의 특기는 무엇보다 복잡하고 머리 아픈 주제를 단순 명쾌하게 정리하는 데 있다. 그 어떤 주제도 지혜롭게 풀어나가는 천부적인 재능의 소유자인 스펜서 존슨의『멘토』는 불확실한 미래를 고민하는 현대인들에게 '삶의 목적과 방향을 이끌어 줄 진정한 멘토를 만나는 방법'을 아주 쉽고 구체적으로 제시한다.",https://shopping-phinf.pstatic.net/main_3249221/32492219738.20220527033951.jpg
9788995995204,88만원 세대,우석훈.박권일 지음,레디앙,사회과학,"대한민국에서 20대로 살아간다는 것은? 세대간 불균형을 명쾌히 분석!

『88만 원 세대』는 대학을 졸업하고도 비정규직으로 일하며 평균 88만원에서 119만원 사이를 받는 이 시대 아까운 20대 인재들에게 바치는 희망의 보고서이다. 대한민국의 20대를 '88만원 세대'라고 명명한 다음, 세대간 불균형이 경제·사회 전반에서 진행되며 정치적 자기 보호 능력이 없는 20대들에게 어떤 피해가 돌아갔는지를 이야기한다.

그리고 우리 주변의 사회현상들에 관해 세대간 불균형이란 관점에서 각종 구조적 문제점들을 들추어낸 다음, '왜 대한민국에서는 18세에 독립하지 못하는 것인지, 서울의 스타벅스가 동경의 스타벅스보다 비싼 이유는 무엇인지' 등 흥미로우면서도 지금 우리 사회를 단적으로 드러내는 다양한 질문들에 답한다.

특히 노동조합 같은 '바리케이드'를 갖고 있는 사회적 기관들이 20대 문제를 풀기 위해 어떤 일을 해야 하는지를 명확히 설명한다. 아울러 386세대와 유신세대가 자신의 몫으로 확보된 경제적 성과물 중 일부를 다음 세대인 88만원 세대에게 양보해야 한다고 조언하며 대안을 제시하는 '한국 최초의 본격 세대 경제학'이다.

☞ <b>이 책의 독서 포인트!</b>
쉽게 꺼내기 힘든 민감한 사안이지만 다양한 문학작품과 외국 사례를 활용하여 따분하지 않고 유쾌하게 읽을 수 있다. 20대들에게는 이 위기를 헤쳐나갈 수 있는 실마리를, 나머지 세대들에게는 20대를 이해하고 세대간 연대의 긴박성을 파악하여 효과적인 대안을 마련할 수 있는 밑그림을 제공한다.

★ <b>책 속 용어 뜻풀이!</b> - '88만원 세대'란?
비정규직 평균임금 119만원에 20대의 평균적 소득 비율 74%를 곱해 나온 88만원을 사용한 단어로, 우리나라 여러 세대 중 처음으로 승자독식 게임을 받아들인, 탈출구가 없는 세대들을 의미한다.",https://shopping-phinf.pstatic.net/main_3245553/32455534720.20230131164111.jpg
9788958071792,노빈손 정조대왕의 암살을 막아라,남동욱 지음,뜨인돌,청소년,"노빈손, 세계를 돌고 돌아 조선으로 왔다!

한국사가 살아숨쉬는 현장을 찾아가는 '신나는 노빈손 한국사' 시리즈, 제1권 『노빈손, 정조대왕의 암살을 막아라』. 세계 곳곳에서 흥미로운 역사 여행을 하며 모험가로서의 이름을 알린 '노빈손'이 조선 후기의 학문과 문화의 산실, 규장각으로 뚝 떨어졌다. 세계를 돌고 돌아 우리나라 역사를 여행하게 된 것이다. 

이 책은 조선 후기로 가게 된 '노빈손'이 '화성 행차'에 맞춰서 정조대왕을 시해하려는 노론과 맞서 싸운다는 이야기를 유쾌한 문체로 재미있게 들려주고 있다. 언제 봐도 정겨운 만화가 이우일의 일러스트를 풍부하게 담아 보는 재미도 선사한다. '노빈손'이 지켜내야 할 정조대왕뿐 아니라, 김홍도, 정약용 등 조선 후기를 빛낸 위인들과도 만날 수 있다. 

또한 실학의 전성기, 조선 후기의 역사적ㆍ문화적ㆍ정치적ㆍ사회적 배경을 청소년들이 쉽게 이해할 수 있도록 도와준다. 천 가지 재주를 갖고도 여자라는 한 가지 이유로 자신의 능력을 드러낼 수 없었던 조선 여자들의 서러움 등도 살펴볼 수 있다. 아울러 200여 가지의 'Tip'으로 조선 후기에 대한 재미있는 역사 상식을 제공한다. 

'노빈손'은 여자친구의 생일 선물을 사기 위해 고서점으로 간다. 고서점 주인의 꼬임에 '노빈손'은 조선 후기의 규장각으로 뚝 떨어져 김홍도의 딸과 친구가 되고, 정약용의 제자가 된다. 정조대왕의 화성 행차를 준비 중이던 어느 날, 정약용은 정조대왕을 암살하려는 노론의 음모가 피어오르고 있음을 알게 되고, '노빈손'과 김홍도의 딸은 정약용을 도와 정조대왕을 지키려 하는데……. 전체컬러. 

〈font color=""1e90ff""〉☞〈/font〉 <b>Tip!</b>
『노빈손 정조대왕의 암살을 막아라』의 뒷부분에는 청소년들이 정조대왕의 화성 행차를 생생하게 감상할 수 있도록 〈화보 : 사진과 그림으로 보는 화성 행차〉를 담았습니다.",https://shopping-phinf.pstatic.net/main_3243831/32438314709.20250428071517.jpg
9788934925804,돈은 아름다운 꽃이다,박현주 지음,김영사,경제경영,"박현주 미래에셋 회장이 직접 말하는 돈과 인생이야기!

“바르게 벌어서 바르게 쓸 때 돈은 아름다운 꽃이 되어 활짝 피어납니다!”
대한민국 최고의 투자전문가들조차 궁금해하던 박현주의 돈과 인생이야기 최초 공개!

국내 최초의 뮤추얼펀드 '박현주 1호'를 탄생시키며 대한민국 펀드의 역사를 창조한 투자승부사. 누구도 생각하지 못했던 '해외 금융 수출'의 꿈을 현실로 만들고, 대한민국 자본시장의 패러다임을 뒤바꾼 최고의 금융전략가. 대한민국을 넘어 아시아 1위의 투자전문그룹을 꿈꾸는 박현주. 그는 누구인가?

미래에셋 창업 10년 만에 자산규모 7000배 성장, 조직규모 1200배 확장시키며 단숨에 업계 리딩기업으로 성장한 비결은? 투자할 때마다 최고의 수익률을 올리며, '금융에 강한 대한민국'을 만든 그가 최초로 입을 열었다. 대한민국 증시 파워맨 1위, 가장 닮고 싶은 금융 CEO 등 화려한 수식어 뒤에 감추어진 박현주 회장의 돈과 투자철학, 그동안 언론에 한번도 공개되지 않았던 인생이야기를 만날 수 있다.

- 출판사서평 중에서-",https://shopping-phinf.pstatic.net/main_3248376/32483762732.20230926085315.jpg
9788995737064,생각정리의 기술,"드니 르보 외 지음, 김도연 옮김",지형,자기계발,"단순한 생각을 아이디어로 발전시키는 마인드맵의 기술!

천재 화가이자 과학자, 발명가였던 레오나르도 다 빈치. 그는 자신의 생각을 단순히 글로 적지 않고 이미지와 단어를 사용하여 입체적으로 기록하였다. 이런 방식은 아인슈타인, 피카소, 에디슨도 이용하였다. 이들 모두 생각을 시각적으로 표현하여 폭넓은 사고를 하였고, 결국 놀라운 창의력을 이끌어냈다. 여기서 영감을 얻어 탄생된 것이 '마인드맵'이다.

『생각정리의 기술』은 복잡한 문제를 간단히 풀어주는 창의적 사고법이자 혁신적 메모의 기술인 '마인드맵'을 실무에 곧바로 적용할 수 있는 다양한 활용법을 담고 있다. '마인드맵이란 무엇인가'부터 마인드맵의 효과, 기원, 사용처, 이점 등을 자세히 설명한 다음, 의사결정, 일상생활, 프로젝트진행, 회의진행 등에서 어떻게 적용할 수 있는지 보여준다.

아울러 프랑스 유수 기업들이 마인드맵을 활용하여 성공한 사례도 소개하며, 책의 뒷부분에는 사원교육, 고객관리, 제안서 등 비즈니스 현장에서 유용한 마인드맵의 다양한 샘플을 제시하였다. 특히 각 장의 끝부분에는 감수자가 직접 본문의 내용을 바탕으로 작성한 마인드맵이 추가되어 있어 독자 스스로 마인드맵 훈련을 할 수 있도록 도와준다.

〈font color=""1e90ff""〉☞〈/font〉 <b>이 책의 독서 포인트!</b>
마인드맵의 이론을 소개하는 것에서 더 나아가 일상생활과 비즈니스에서 어떻게 활용할 수 있는지를 세세히 가르쳐주는 이 책은 그 동안 몰랐던 자신의 잠재능력을 발견하여 업무에서 뛰어난 성과를 올릴 수 있도록 안내한다.

〈font color=""ff69b4""〉★〈/font〉 <b>이 책을 읽기 전에!</b> <b>'마인드맵'</b>이란?
영국의 교육심리학자이자 멘사 회원인 토니 부잔이 다 빈치의 메모에서 영감을 얻어 개발. 기호, 그림, 색상 등을 활용하여 유기적으로 연결되는 여러 생각들을 방사형으로 펼쳐나가는 방식. 생각을 체계화하고 기억력과 이해력을 증진시키는데 도움.",https://shopping-phinf.pstatic.net/main_3246708/32467084071.20221019124036.jpg
9788935654888,로마인 이야기 15,"시오노 나나미 지음, 김석희 옮김",한길사,역사,"시오노 나나미의 〈로마인 이야기〉 제15권. 시공을 관통한 고대 1천년의 흥망성쇠를 통해 20세기를 살아가는 현대인들의 근원적 좌표를 낱낱이 주시하는 책이다. 저자가 방대한 자료를 취재하고 정리해가면서 엮은 거대한 로마 통사이면서, 현대를 어떻게 살아가야 하는지에 대한 지혜를 가르쳐주는 훌륭한 지침서이다. 

제15권 완결편에서는 로마 제국이 어떻게 쇠망해갔느냐에 중점을 두어 서술하였다. 국가로서의 로마의 종말이 아니라, 그 문명의 종말을 그리고 있다. 서기 476년의 서로마 제국의 멸망에서 한 걸음 더 나아가 로마 제국의 수평선상에 이슬람의 그림자가 드리워지는 7세기까지를 살펴본다.",https://shopping-phinf.pstatic.net/main_3246373/32463732921.20230913071413.jpg
9788972215226,스케치 쉽게 하기 - 기초 드로잉,김충원 지음,진선북스(진선출판사),예술/대중문화,"세상을 표현하는  또 하나의 방법, 기초 드로잉부터 실용적인 테크닉까지!

기초적인 드로잉 기법을 다룬 『스케치 쉽게 하기』. 이제 막 미술이나 디자인을 공부하기 시작하는 학생들과 새롭게 그림 그리기에 도전하는 사람들을 위한 책이다. 기초 드로잉 기법부터 실전 테크닉까지, 초보자를 위한 그림 그리기의 풍부한 노하우를 담고 있다. 그림을 제대로 그려 본 적이 없는 사람이라도 문제없이 따라 할 수 있도록 구성하였다.

이 책은 우리나라의 대표적인 미술 교육가이자 일러스트레이터인 저자가 오랜 기간 동안 사람들에게 미술을 지도하며 쌓아 온 노하우를 제시한다. 사물을 인식하는 새로운 방법과 개성 있게 표현하는 능력을 키워주고, 생활 속에서 다양하게 활용되는 드로잉을 보여준다. 또한 직접 연습할 수 있도록 만든 실전 편 '스케치 쉽게 하기 연습장'을 통해 그림이 완성되는 과정을 자세히 보여주고, 따라 그리기 쉽게 밑그림을 첨부하였다.",https://shopping-phinf.pstatic.net/main_3247669/32476699977.20230509165714.jpg
9788960860025,프린세스 마법의 주문,아네스 안 지음,위즈덤하우스,자기계발,"기적을 이루고 싶다면 노력하라!

공주처럼 살고 싶은 20대 여성들을 위한 『프린세스 마법의 주문』. 20대 여성들은 성공을 꿈꾸지만 그것을 이루는 방법을 몰라 고민만 거듭하고 있다. 저자는 그러한 20대 여성들에게 '나는 기적을 이룰 만한 준비가 되어 있는가?'라는 물음을 던지면서, 기적을 이루기 위해서는 노력이 필요함을 강조한다. 

이 책은 소녀에서 벗어나 여성으로서의 날갯짓을 하기 시작한 20대 여성들에게 상상 속에서 궁전을 지을 것을 권하고 있다. 궁전을 지었다면, 그곳으로 들어갈 수 있는 계단을 만들어야 한다. 계단을 만들었다면 남은 것은 그것을 밟고 올라가 궁전으로 들어가는 것뿐이다. 

저자가 말하는 궁전이란 이루면 기적이 될 원대한 목표이며, 계단이란 그것을 이루는 노력을 뜻한다. 저자는 고민만 거듭하고 있는 20대 여성들에게 자신이 세계 곳곳에서 만난 성공한 여성들의 살아 있는 이야기를 들려줌으로써, 그들이 처음부터 완벽한 것은 아니었지만, 의지와 믿음, 그리고 노력으로 멋지게 살아가게 되었다는 것을 보여주고 있다. 또한 당당하고 멋진 삶을 꿈꾸는 20대 여성들에게 긍정의 힘을 불어넣어준다. 양장본.",https://shopping-phinf.pstatic.net/main_3249780/32497803621.20220524183404.jpg
9788983922595,해리 포터와 죽음의 성물 세트 - 전4권 (무선),"조앤 K. 롤링 지음, 최인자 옮김",문학수첩,소설/시/희곡,,
9788990514400,화성에서 온 남자 금성에서 온 여자,"존 그레이 지음, 김경숙 옮김",동녘라이프(친구미디어),요리/살림,"남녀간 차이를 통해 진정한 사랑을 일깨워주는 연애의 교과서!

남자는 화성인이고 여자는 금성인이기 때문에 서로의 언어와 사고 방식은 다르다는 단순하고 명쾌한 비유를 통해 남녀 사이의 갈등을 치유해온 존 그레이의 『화성에서 온 남자 금성에서 온 여자』. 남녀의 차이를 명확하게 인식시켜줌으로써, 진정한 사랑을 일깨워주는 사랑 지침서다. 연애나 결혼생활 중에 남녀의 차이로 인해 벌어지는 문제를 해결하는 실질적 지침을 소개하고 있다. 상대를 자신에게 맞게 변화시키기 위해 애쓰거나 맞서는 대신 남녀의 차이를 편하게 받아들여 더불어 잘 지내는 방법을 배우도록 인도한다. 사례를 풍부하게 실어 이해를 도와준다.",https://shopping-phinf.pstatic.net/main_3248899/32488995353.20250122071415.jpg
9788954638173,고슴도치의 우아함,"뮈리엘 바르베리 지음, 류재화 옮김",문학동네,소설/시/희곡,"파리 부촌 그르넬 가 7번지, 단단한 가시 속에 웅크린 그들이 세상으로 내딛는 한 걸음!

나이와 국경, 사회적 격차를 넘어 굳게 닫힌 마음을 열고 영혼의 친구가 되는 우아한 고슴도치들의 다정하고 따뜻한 이야기를 담은 뮈리엘 바르베리의 소설 『고슴도치의 우아함』. 허세 가득한 아파트 주민들을 향한 유쾌하면서도 날선 풍자가 가득하고, 삶 속으로 한 발 내딛으면서 저마다의 상처를 치유해가는 소박한 사람들의 이야기를 담고 있다. 

남다른 지성과 교양을 감추고 살아가는 파리 부촌 그르넬 가 7번지 건물의 수위 아줌마 르네 미셸. 수위로서의 사회의 보편적 환상에 부합하기 위해 지성과 교양을, 자기 자신을 감춘 결과 이 건물 부르주아들의 눈에 비친 그녀는 그저 무식하고 괴팍한 수위, 오히려 유령 같은 존재일 뿐이다.

그러나 일찍이 그녀의 ‘비밀’을 눈치 챈 이가 있었다. 6층 장관집 막내딸, 세상의 부조리와 삶의 허무를 너무 일찍 깨달아버린 영민한 천재 소녀 팔로마 조스. 팔로마는 자신의 열세 번째 생일날 이 호화 아파트에 불을 지르고 죽기로 결심한다. 그러던 어느 날 이십칠 년 동안 세대주 한 번 바뀐 적 없던 이 지루한 아파트에 일본인 신사가 이사를 오고, 이들의 삶에는 변화가 일기 시작하는데…….",https://shopping-phinf.pstatic.net/main_3248254/32482547819.20230110164927.jpg
